產品碼,產品名稱,選項,預期,已計算
2384,"ssivat01----日本Wildone矛盾大對決 AV奶瓶按摩棒配件頭套-第一樂章----2384",,3.0000,
2385,"ssivat02----日本Wildone矛盾大對決 AV奶瓶按摩棒配件頭套-第二樂章----2385",,3.0000,
2386,"ssivat03----日本Wildone矛盾大對決 AV奶瓶按摩棒配件頭套-第三樂章----2386",,3.0000,
2387,"ssivat04----日本Wildone矛盾大對決 AV奶瓶按摩棒配件頭套-時雨----2387",,3.0000,
2388,"ssivat05----日本Wildone矛盾大對決 AV奶瓶按摩棒配件頭套-花水木----2388",,3.0000,
2389,"rends----日本RENDS R-1 A10旋風口交男用電動全自動自慰器自慰杯(已包控制器)----2389",,3.0000,
239,RT0084----透明便携跳蛋（粉）----239,,3.0000,
2390,"LN01----女用轉珠 G點潮吹按摩棒 防水震動搖擺伸縮女性自慰----2390",,3.0000,
2391,"ia3102p----AV魔力套裝—G攻昇天(10段变频 ) 粉紅----2391",,3.0000,
2392,"ia3122----AV魔力套裝-霹雳闪电豹 (16段变频 )----2392",,3.0000,
2393,"FYA104----AV魔力棒係列- 炫彩仙子 7段變頻----2393",,3.0000,
2394,"813146----日本toysheart色っぽい姉 - 桃色妖媚姐姐-性感姐姐（超仿真3D環形構造）----2394",,3.0000,
2395,"211742----清逸梅花女用水晶按摩棒 日本進口----2395",,3.0000,
2396,"211740----傲然黃菊女用水晶按摩棒 日本進口----2396",,3.0000,
2397,"211739----日本EXE 超級棒女用自慰器----2397",,3.0000,
2398,"211716----不倒先生黃門超強倒模女用模擬按摩棒自慰器 (搖罷+震動)----2398",,3.0000,
2399,"211689----日本進口 卡通美少女避孕套浮點達人6片裝----2399",,3.0000,
24,099-16----[加拿大BMS]情趣用品密码箱（中号粉色）----24,,3.0000,
240,RT0082----透明便携跳蛋（黄）----240,,3.0000,
2400,"211688----日本進口 卡通美少女避孕套強力黑6片裝----2400",,3.0000,
2401,"211687----日本進口 卡通美少女避孕套超薄型6片裝----2401",,3.0000,
2402,"211734----一見傾心愛的延時環金色 男用水晶情趣延時套環 成人用品日本進口----2402",,3.0000,
2403,LD7600351----12频震动太空杯（绿）----2403,,3.0000,
2404,"sh627----G點雙震棒 G點彎勾刺激----2404",,3.0000,
2405,sh622----7頻小甜心-柔情海豚----2405,,3.0000,
2406,sh621----7頻小甜心-甜密舌----2406,,3.0000,
2407,sh619----7頻小甜心-俏皮兔----2407,,3.0000,
2408,sh620----7頻小甜心-激情海浪----2408,,3.0000,
2409,"sh623----新環珠格格 感光控制G點按摩器----2409",,3.0000,
241,RT0052----情趣小不点双点乳头刺激器（白）----241,,3.0000,
2410,"UTM-2431----少女時代系列-蕾 TSUBOMI 仿真陰道自慰器 女優倒模----2410",,3.0000,
2411,"THF-003----TENGA異次元壓力式重複使用自慰杯FLIP HOLE SILVER(銀)----2411",,3.0000,
2412,"THF-004----日本TENGA異次元壓力式重複使用自慰杯FLIP HOLE RED(紅)----2412",,3.0000,
2413,ins3----INS摇摆伸缩转珠AV棒女用自慰阴蒂潮吹成人用品女性自慰器----2413,,3.0000,
2414,"FAL-001----TENGA-激情狂想水性潤滑液-體位杯專用75ml (白)----2414",,3.0000,
2415,"FAL-002----TENGA-激情狂想水性潤滑液-體位杯專用75ml (黑)----2415",,3.0000,
2416,LD7600231----12频震动太空杯（蓝）----2416,,3.0000,
2417,"excite----濃情蜜液高潮液 外用興奮噴劑強效女用助情催性欲改善性冷淡----2417",,3.0000,
2418,"water----日本 催淫水處女水外用女性 強效藥特效藥物----2418",,3.0000,
2419,UTM-2448----少女時代系列小島南男用自慰女優真人陰部陰臀倒模名器----2419,,3.0000,
242,RT0051----情趣小不点双点乳头刺激器（粉）----242,,3.0000,
2420,"smooth----原裝進口澳洲Smooth個人潤滑油 水性的情趣潤滑油100ML----2420",,3.0000,
2421,"sinmis-fairy----Fairy 遠程無線遙控 強震調情震蛋----2421",,3.0000,
2422,ins8----INS超大女用自慰器具7頻吸附充氣膨脹模擬陽具----2422,,3.0000,
2423,"f917----Funzone 百靈天使 軟膠跳蛋----2423",,3.0000,
2424,"f849----FunZone放纵地带Soft Bend舒服柏蒂 女用多點刺激自慰按摩棒假陽具----2424",,3.0000,
2425,"f597----美國FUNZONE 後街男孩自衛器女用自慰器高潮工具性具用品抽插柔軟----2425",,3.0000,
2426,"f788----Funzone 布丁三蜜 女用情趣挑逗棒 女用自慰器----2426",,3.0000,
2427,"f1723----Funzone 叢林之王 女用G點自慰器 女用自慰器----2427",,3.0000,
2428,"f1730----Funzone 月湖女神 女用G點自慰器 女用自慰器----2428",,3.0000,
2429,"f1716----Funzone 都市光芒 女用G點自慰器 女用自慰器體驗高品質的G點快感！----2429",,3.0000,
243,RT0050----情趣小不點單點乳頭刺激器（白）----243,,3.0000,
2430,"f2072----美國FunZone 深情款款多點彎曲無極震棒女用情趣自慰器----2430",,3.0000,
2431,"f2157----美國Funzone Tempo瘋狂節奏女用自慰振動棒 G點潮吹震動棒----2431",,3.0000,
2432,"f123----Funzone 可樂蛋 螺旋型（獼猴桃味）迷你男用自慰器----2432",,3.0000,
2433,"f124----Funzone 可樂蛋 波紋型（香橙味）迷你男用自慰器----2433",,3.0000,
2434,HC3201221----延時雙環-舌型(紫色)----2434,,3.0000,
2435,"eilium----荷蘭Feelztoys .Eilium情趣調情軟膠震動跳蛋★防水靜音----2435",,3.0000,
2436,"fonzie----荷蘭Feelztoys Fonzie法朗西弗姿 陰蒂G點刺激按摩棒 震動棒----2436",,3.0000,
2437,rs50r----日本RENDS。KingKong鑽石自慰飛機杯(陰唇+嘴唇)----2437,,3.0000,
2438,"rfsm----美國RoomFun電擊 震動 SM皮鞭----2438",,3.0000,
2439,"hotstudent2----日本HOT女子校生處女自慰器- No.2藝能篇雙色名器----2439",,3.0000,
244,RT0049----情趣小不点单点乳头刺激器（粉）----244,,3.0000,
2440,"hotstudent3----日本HOT女子校生處女自慰器- No.3素人篇雙色名器----2440",,3.0000,
2441,"hotstudent4----日本HOT女子校生處女自慰器- No.4援交篇單色名器----2441",,3.0000,
2442,"hottop01----日本HOT 極上名器- 夕貴 3D立体名器----2442",,3.0000,
2443,"hottop02----日本HOT 極上名器- 聖菜 3D立体名器----2443",,3.0000,
2444,"hottop03----日本HOT 極上名器- 本田 3D立体名器----2444",,3.0000,
2445,"hottop04----日本HOT 箱中欲優-青井草莓 3D立体名器----2445",,3.0000,
2446,"hottop05----日本HOT 極上名器- 宮崎由麻 3D立体名器----2446",,3.0000,
2447,"hottop06----日本HOT 極上名器-姖乃未來 3D立体名器----2447",,3.0000,
2448,"npg5kg----日本原裝 NPG 極上生腰5KG超大陰臀倒模 日本原裝 頂級名器大屁股----2448",,3.0000,
2449,npg2----日本NPG神級名器系-名器的品格-登場-繪色千佳夾吸自慰器模擬陰部----2449,,3.0000,
245,RT0048----激情小毛虫跳蛋（红）----245,,3.0000,
2450,"kklady----英國KKPLUS女用爆水高潮液 性慾增強催情----2450",,3.0000,
2451,"cd0301jex----日本Jex。 iX 0.02加大碼 6 片裝----2451",,3.0000,
2452,kk0288----日本安全手指套(20個)----2452,,3.0000,
2453,rs50y----日本RENDS。KingKong鑽石自慰飛機杯(陰唇+肛門)----2453,,3.0000,
2454,rs50b----日本RENDS。KingKong鑽石自慰飛機杯(嘴唇+肛門)----2454,,3.0000,
2455,ce09e----日本mode洪水系女用旋轉雙點刺激按摩棒-充電版(粉色)----2455,,3.0000,
2456,od15----日本mode潮姫-昇天雙點刺激女用轉珠按摩棒(透明)----2456,,3.0000,
2457,"scd1117----岡本。零零三 0.03 透明質酸 (日本版) 10 片裝----2457",,3.0000,
2458,"scd893----岡本。零零三 0.03 柔滑 (日本版) 10 片裝----2458",,3.0000,
2459,"scd1692----岡本。零零三 0.03 熱感 (日本版) 10 片裝----2459",,3.0000,
246,RT0047----激情小毛虫跳蛋（黑）----246,,3.0000,
2460,"scd1605----岡本。零零三 0.03 什錦 (日本版) 10 片裝----2460",,3.0000,
2461,"kkhot----英國KKPLUS水溶情顶级润滑液200ml- 熱感型----2461",,3.0000,
2462,"kkreal----英國KKPLUS水溶情顶级润滑液200ML- 真實保濕型----2462",,3.0000,
2463,"kk3----英國KKPLUS水溶情顶级润滑液200ml- 三款冰感+熱感+真實保濕型----2463",,3.0000,
2464,"hot1----日本HOT箱中欲優  丘咲エミリー 名器 倒模 男用自慰器----2464",,3.0000,
2465,"hot2----日本HOT箱中欲優 女優希志あいの 名器 倒模 男用自慰器----2465",,3.0000,
2466,"hot3----日本HOT箱中欲優 相沢戀 名器 倒模 男用自慰器----2466",,3.0000,
2467,"hot4----日本HOT箱中欲優 北川エリカ 名器 倒模 男用自慰器----2467",,3.0000,
2468,"hot5----日本HOT箱中欲優 北川美緒 名器 倒模 男用自慰器----2468",,3.0000,
2469,mu01----Mushroom蘑菇飛機杯自慰杯-搖頭允吸杯-乳交杯（柔軟版）----2469,,3.0000,
247,RT0046----激情小毛虫跳蛋（兰）----247,,3.0000,
2470,LD7600161----12頻震動太空杯（紅）----2470,,3.0000,
2471,ins101----穿戴彩貝遙控蝴蝶陽具型振動器(USB充電)----2471,,3.0000,
2472,"npg009----日本NPG名器證明009瀧澤羅拉 真人陰臀倒模----2472",,3.0000,
2473,"sk2----美國Skinsation啤酒罐男性自慰器 少女緊致型震動自慰杯飛機杯----2473",,3.0000,
2474,"ELAMB08----G點 前列腺刺激 高潮聖器----2474",,3.0000,
2475,"ELAV03----直插/充电日本AV棒 女用自慰器具按摩棒震动棒----2475",,3.0000,
2476,"ELAV11----首款液晶充電式AV棒 10段變頻震動棒 手持按摩棒----2476",,3.0000,
2477,ELAV13----终极版粉红超大av棒220V直插按摩棒女用自慰潮吹器具超强震动棒----2477,,3.0000,
2478,ELRF10----液晶乳房按摩器豐胸自慰器具液晶波波豐乳調情----2478,,3.0000,
2479,"VR16----Nalone Blue-butterfly 藍蝶觸感變頻振動棒----2479",,3.0000,
248,RT0045----激情小毛虫跳蛋（粉）----248,,3.0000,
2480,a94283----日本A-one｜甜心奉仕口交肉厚條紋夾吸器----2480,,3.0000,
2481,HC3201211----延時雙環-舌型(粉紅)----2481,,3.0000,
2482,"cd1022----岡本極潤極薄安全套 避孕套10片裝----2482",,3.0000,
2483,"hot3d04----日本進口HOT 女優名器證明3D雙層雙穴 真人陰臀倒模-天海翼----2483",,3.0000,
2484,"HC5200221----充電變頻迷你AV棒 女性陰蒂潮吹震動按摩自慰器----2484",,3.0000,
2485,mu04----Mushroom蘑菇飛機杯體位杯-背入式----2485,,3.0000,
2486,mu02----Mushroom蘑菇飛機杯自慰杯-搖頭允吸杯-紅唇杯（潤滑版）----2486,,3.0000,
2487,"LN19----女用女性自慰器振动按摩棒 充电G点AV棒阴蒂刺激----2487",,3.0000,
2488,"ovo----德國OVO 時尚陰蒂刺激器----2488",,3.0000,
2489,HC9200571----10段變頻震動穿戴式小弟-6.3吋(肉色)----2489,,3.0000,
249,RT0044----激情小毛虫跳蛋（白）----249,,3.0000,
2490,"do1----日本DOKIDOKI 動漫名器 正妹 虛擬膚質 陰部倒模男用自慰器----2490",,3.0000,
2491,do2----日本漫名器DOKIDOKI處女優等生處女飛機杯陰臀倒模3d----2491,,3.0000,
2492,"wod0001----日本Wild one 原装奶瓶AV棒第一代----2492",,3.0000,
2493,HC3201121----延時雙環-戒指型(紫色)----2493,,3.0000,
2494,"diy008732----慧子日本*娃 男用高端*分體矽膠娃娃 (148CM)----2494",,3.0000,
2495,"hot3d05----日本進口HOT 女優名器證明3D雙層雙穴 真人陰臀倒模-柚木提娜Rio----2495",,3.0000,
2496,"roomfun----美國RoomFun房趣 性愛椅 夢幻體位無重力性愛高潮情趣椅----2496",,3.0000,
2497,"BE1212001M----夢幻波點 可愛加厚圓點雙面珊瑚絨睡衣-M----2497",,3.0000,
2498,"VR18----Nalone usicnman-L 樂行者-聲控變頻振動棒----2498",,3.0000,
2499,"kkreal-free----(+$30贈品)英國KKPLUS水溶情顶级润滑液200ML- 真實保濕型----2499",,3.0000,
25,"OH0808----日本NPG 名器の證明5-張筱雨 原裝進口 頂級男用自慰器 真人倒模----25",,3.0000,
250,RT0043----新月跳蛋II（斑马纹）----250,,3.0000,
2500,"LN11----女自慰调情震动转珠棒夫妻情趣G点爆发式 USB充电----2500",,3.0000,
2501,"hot3d03----日本進口HOT 女優名器證明3D雙層雙穴 真人陰臀倒模-彩美旬果----2501",,3.0000,
2502,"cd1044----杜蕾斯親昵裝 12片裝----2502",,3.0000,
2503,"julia----日本EXE 超絕品京香JULIA 二代妄想現實夾吸女體 自慰名器----2503",,3.0000,
2504,mu08----Mushroom蘑菇全球首款處女膜飛機杯（溫潤款）----2504,,3.0000,
2505,do4----動漫名器DOKIDOKI菊子肛交飛機杯逼真陰道後庭名器肛交自慰器----2505,,3.0000,
2506,mu09----mushroom便攜式男用飛機杯自慰軟膠蛋小蘑菇(乳尖顆粒)----2506,,3.0000,
2507,LN18----靜音變頻強力震動USB充電跳蛋----2507,,3.0000,
2508,"HC8900711----情花探測 10段變頻後庭按摩棒-粉----2508",,3.0000,
2509,"sk1----美國Skinsation男性自慰器緊致口交型 電動震動男用自慰杯----2509",,3.0000,
251,DL0125----百乳童子模擬男根----251,,3.0000,
2510,HC3201421----震動環指環延時環----2510,,3.0000,
2511,"pxp65cm----日本娃娃 65CM高(可自由配置)----2511",,3.0000,
2512,"HC9200261----穿戴の矽膠螺紋棒G點螺紋棒穿戴無敵棒 (紅色)----2512",,3.0000,
2513,ly71946----10頻振動防水跳蛋(E-伊芙)----2513,,3.0000,
2514,"sk3----美國Skinsation男用自慰器飛機杯自慰杯 電動震動熟女型肛交倒模----2514",,3.0000,
2515,HC9200511----10段變頻震動穿戴式小弟-6.3吋(粉)----2515,,3.0000,
2516,"kmp10----日本KMP＊million 完全名器#10【櫻井步】----2516",,3.0000,
2517,HC3200621----三球激蕩振動延時環(紫色)----2517,,3.0000,
2518,"bh1----英国YouCups優客仕 突破系列 男用自慰器自慰杯 [攻擊] 黑色 延時增強----2518",,3.0000,
2519,"bh2----英国YouCups優客仕 突破系列 男用自慰器自慰杯 [交叉]白色 口交体驗型----2519",,3.0000,
252,DL0126----真空助勃器[DL0126]----252,,3.0000,
2520,HC3200521----双球激荡振动延时环(紫色)----2520,,3.0000,
2521,"LN12----情趣无线遥控变频静音防水跳蛋 女用G点阴蒂高潮挑逗自慰器具 黑色----2521",,3.0000,
2522,"LN13----情趣无线遥控变频静音防水跳蛋 女用G点阴蒂高潮挑逗自慰器具粉色----2522",,3.0000,
2523,"LN17----极乐魔方 一杯多用处女诱惑 成人用品男用自慰器飞机杯----2523",,3.0000,
2524,"LN14----魔法縮陰球陰道鍛煉 G點刺激陰蒂按摩 NO.1----2524",,3.0000,
2525,"LN15----魔法縮陰球陰道鍛煉 G點刺激陰蒂按摩 NO.2----2525",,3.0000,
2526,"LN16----魔法縮陰球陰道鍛煉 G點刺激陰蒂按摩 NO.3----2526",,3.0000,
2527,"scd1252----相模原創 0.02 (第二代) 6 片裝----2527",,3.0000,
2528,"cenwake----美國CEN 進口女性情欲覺醒膏 女用助情 提升高潮----2528",,3.0000,
2529,mu03----Mushroom蘑菇飛機杯自慰杯-搖頭允吸杯-菊花杯（緊致款）----2529,,3.0000,
253,"19833----日本Jex凸點之甲胄 安全套8 片裝----253",,3.0000,
2530,"ins1622----終幻想2 電動自慰口交男用飛機杯20頻脈衝USB充電-橙色-深喉功----2530",,3.0000,
2531,"yany----yany 縮陰球陰道啞鈴 女性私處緊縮----2531",,3.0000,
2532,"VR21----Nalone 妞妞MIU MIU高品質私處鍛煉器----2532",,3.0000,
2533,"hqsp00341----韩国Spider吸附式男用自慰杯 白色----2533",,3.0000,
2534,HC2101211----炫彩豪華SM系列-調情皮鞭(粉)----2534,,3.0000,
2535,wevibe4----加拿大We-Vibe維依4夫妻共用男女共用遙控第四代震動器----2535,,3.0000,
2536,th13090-free----[+$200優惠價]日本ToysHeart＊17歲雙層構造自慰器-第三代再進化加強版----2536,,3.0000,
2537,"hot3d01----日本進口HOT 女優名器證明3D雙層雙穴 真人陰臀倒模-吉澤明步----2537",,3.0000,
2538,"hqsp00401----韓國Spider吸附式男用自慰杯 黑色----2538",,3.0000,
2539,SK5002171----男用穿戴振动----2539,,3.0000,
254,DL0035----罗马大帝（大号浅色）简装带防伪标----254,,3.0000,
2540,"kkhot-free----(+$30贈品)英國KKPLUS水溶情顶级润滑液200ml- 熱感型----2540",,3.0000,
2541,"kkcool-free----(+$30贈品)英國KKPLUS水溶情顶级润滑液200ml- 冰感型----2541",,3.0000,
2542,"VR23----Nalone E-DU伊杜金屬情趣振動棒----2542",,3.0000,
2543,"TOY-9902274----日本A-one 超快感轉子乳頭吸吮震動乳夾----2543",,3.0000,
2544,"TOY-9902275----日本A-one免提乳頭震動夾 極震刺激----2544",,3.0000,
2545,"TOY-9905006----日本 絶倫の鬼 男用硬度持久增強軟膏----2545",,3.0000,
2546,"TOY-9905007----日本 大噴火 男用助勃 強度增強軟膏----2546",,3.0000,
2547,"TOY-9905009----日本潮吹の鬼 女用性慾增強軟膏----2547",,3.0000,
2548,"TOY-9905010----日本 姫の滴 女用性慾增強催情軟膏----2548",,3.0000,
2549,"TOY-9902171----日本A-ONE＊Beat Fit 高性能無線遙控強力静音陰蒂剌激器----2549",,3.0000,
255,vb0465----日本NPG極男轉珠旋轉震動按摩棒(白色)----255,,3.0000,
2550,"TOY-9909088----日本A-ONE 天上天下雙重材質構造 包莖老二擬真陽具8號----2550",,3.0000,
2551,"TOY-9907322----日本A-one- Dandy club 42男性丁褲----2551",,3.0000,
2552,"TOY-9907323----日本A-one- Dandy club 43男性丁褲----2552",,3.0000,
2553,"TOY-9907324----日本A-one- Dandy club 44男性丁褲----2553",,3.0000,
2554,"TOY-9907325----日本A-one- Dandy club 45男性丁褲----2554",,3.0000,
2555,"TOY-9907326----日本A-one- Dandy club 46男性丁褲----2555",,3.0000,
2556,"TOY-9907328----日本A-one- Dandy club 48男性丁褲----2556",,3.0000,
2557,"TOY-9907330----日本A-one- Dandy club 50男性丁褲----2557",,3.0000,
2558,"TOY-9909089----日本A-ONE 天上天下雙重材質構造 包莖老二擬真陽具9號----2558",,3.0000,
2559,"TOY-9909101----日本A-ONE 天上天下【改】雙重材質構造擬真陽具----2559",,3.0000,
256,"scd1276----岡本。零零三 0.03 大碼 (日本版) 58mm 10 片裝----256",,3.0000,
2560,"TOY-9909138----日本A-ONE＊天上天下Pro【淫肉棒】逼真大老二 | 改良PRO進化版----2560",,3.0000,
2561,"TOY-9909139----日本A-ONE＊天上天下Pro【裸肉棒】逼真大老二 | 改良PRO進化版----2561",,3.0000,
2562,"TOY-9909170----日本A-one 異母兄弟吸盤式按摩棒-長男----2562",,3.0000,
2563,TOY-9909171----日本A-ONE＊異母兄弟吸盤式按摩棒-次男----2563,,3.0000,
2564,"TOY-9909172----日本A-ONE＊異母兄弟吸盤式按摩棒-三男 玉多----2564",,3.0000,
2565,"TOY-9901485----日本A-ONE＊爆欲学園VOL.1 兩層成形欲肉構造自慰套----2565",,3.0000,
2566,"TOY-9901486----日本A-ONE＊爆欲学園VOL.2 兩層成形欲肉構造自慰套----2566",,3.0000,
2567,"TOY-9901505----日本A-ONE＊極上口交 4代【極フェラ4】體驗喇舌快感----2567",,3.0000,
2568,"TOY-9902163----日本A-one 七段變頻無線激震乳頭夾びーちQ----2568",,3.0000,
2569,"TOY-9901459----日本A-one  HG快楽地獄觸手夾吸自慰器-2----2569",,3.0000,
257,"scd992----岡本。Mega Big Boy 72mm (日本版) 12 片裝----257",,3.0000,
2570,"TOY-9901517----日本A-ONE．DEEP SLIDE 超伸縮素材自慰器----2570",,3.0000,
2571,"TOY-9902221----日本A-ONE＊ANAGRIP 前列腺拉柄按摩棒 Type-01----2571",,3.0000,
2572,"TOY-9902222----日本A-ONE＊ANAGRIP 前列腺拉柄按摩棒 Type-02----2572",,3.0000,
2573,TOY-9902223----日本A-ONE＊ANAPOINⅡ雙點齊攻前列腺按摩棒----2573,,3.0000,
2574,"TOY-9902252----日本A-ONE． BB・KING 激震乳夾+陽具酥麻屌環----2574",,2.0000,
2575,"TOY-9902256----日本A-ONE＊MEN’S GEAR股間元氣4頻震動器 龜頭鎩器----2575",,3.0000,
2576,"TOY-9902271----日本A-ONE．Black Rock 爆射級龜頭震動7段激震龜頭加強型自慰器----2576",,3.0000,
2577,"TOY-9902272----日本A-one MEN'S GEAR 男性震動持久環Hurricane----2577",,3.0000,
2578,"TOY-7301012----日本NPG．WHITE SONIC幻想二重構造自慰杯----2578",,3.0000,
2579,TOY-7301036----日本進口。我的自慰女皇男用飛機杯----2579,,3.0000,
258,"sq2----英國sqweel2高潮發動機女用真人舌頭口交吮吸自慰器 陰蒂乳房刺激----258",,3.0000,
2580,"TOY-7301072----日本進口 空想超〞生体感〞自愛杯----2580",,3.0000,
2581,"TOY-7701001----日本進口NPG - 快感科學自慰杯 NO.1----2581",,3.0000,
2582,"TOY-7701002----日本進口NPG - 快感科學自慰杯 NO.2----2582",,3.0000,
2583,"TOY-7701023----日本進口NPG＊快感科學自慰杯 No3----2583",,3.0000,
2584,"TOY-7701058----日本NPG＊MEGA覚醒超真空構造自慰杯 (立體剌激型)----2584",,3.0000,
2585,"TOY-7701059----日本NPG＊GiGA覚醒超真空構造自慰杯 (誘導螺旋型)----2585",,3.0000,
2586,"TOY-7701085----日本進口NPG．快感科學自慰杯 NO.5(大突點多重快感設計)----2586",,3.0000,
2587,"TOY-7701116----日本進口．NPG 快感科學自慰杯加長型 No.6----2587",,3.0000,
2588,"TOY-7701137----日本進口NPG．日本快感科學自慰杯 NO.7----2588",,3.0000,
2589,"TOY-7701138----日本進口NPG＊快感科學自慰杯 NO.8----2589",,3.0000,
259,"500709----日本NPG- Hip Ona Beat屁股激打 純潔處女膜【雙穴孔】----259",,3.0000,
2590,"TOY-8201007----日本進口Bambina2 男用自慰飛機杯----2590",,3.0000,
2591,"TOY-8502006----日本進口 可愛無線搖控G點按摩棒----2591",,3.0000,
2592,"TOY-9901279----日本NPG‧LOVE CUP細綿質飛機杯(KUMI)----2592",,3.0000,
2593,"TOY-9902273----日本A-one MEN'S GEAR 男性震動持久環Dristar----2593",,3.0000,
2594,"TOY-9909174----日本A-one MEN'S GEAR 男性震動持久環Hercules----2594",,3.0000,
2595,"TOY-9909175----日本A-one MEN'S GEAR 男性震動持久環Alexander----2595",,3.0000,
2596,TOY-1901013----日本進口NPG越夜越想要男用飛機杯----2596,,3.0000,
2597,"TOY-2001045----日本a-one Yawakano。女友1號 翼 自慰器----2597",,3.0000,
2598,"TOY-2001046----日本a-one Yawakano。女友2號 惠子 自慰器----2598",,3.0000,
2599,"TOY-2001047----日本a-one Yawakano。女友3號 衣 自慰器----2599",,3.0000,
26,"DS0701----万华孕友早早孕检测试纸 早孕试纸----26",,3.0000,
260,"TFL-002----Tenga异次元 FLIP LITE 奇趣杯 自慰杯 黑色紧实型 无限次重复使用----260",,3.0000,
2600,"TOY-2001076----日本A-one 魔法少女：刺激絕頂感02自慰杯----2600",,3.0000,
2601,"TOY-2501023----日本ONA DEEP THROAT深喉吸吮自慰杯令類剌激----2601",,3.0000,
2602,"TOY-2502066----日本A-ONE．LoCo Motion 指環遙控 掌心雷震動跳蛋----2602",,3.0000,
2603,TOY-2701021----日本NPG＊沙古娜~曲線型中央緊縮式細綿質自慰杯----2603,,3.0000,
2604,"TOY-2701063----日本NPG Curvee Cup 曲線自慰杯----2604",,3.0000,
2605,"TOY-3804001----日本MODE - ふぇありーず迷你版充氣性愛娃娃ＪＫ【田中 山口子】----2605",,3.0000,
2606,"TOY-3804002----日本MODE - ふぇありーず迷你版充氣性愛娃娃 俏護士【櫻井 瑞香】----2606",,3.0000,
2607,"TOY-3804003----日本MODE - ふぇありーず迷你版充氣性愛娃娃【源氏名はロールちゃん】----2607",,3.0000,
2608,"TOY-9901458----日本A-one HG貪欲冷酷觸手夾吸自慰器-1----2608",,3.0000,
2609,"TOY-0101482----日本 Wins＊淫語中出しAVマジック ver.01﹝最新充氣自慰器﹞----2609",,3.0000,
261,DL0034----罗马大帝（大号深色）简装带防伪标----261,,3.0000,
2610,"TOY-0101484----日本A-ONE＊団地妻は蜜の味 人妻蜜汁雙穴自慰器----2610",,3.0000,
2611,"TOY-0501025----日本Magic Eyes＊欲情ギミック 首創內置緊束箍環 三重構造超緊實自慰器----2611",,3.0000,
2612,"TOY-0801008----日本Toysheart 淫-絵色千佳 首創雙穴分離式設計非貫通式自慰器----2612",,3.0000,
2613,"TOY-4901005----日本A-one 情色線 全透明女性內部自慰器----2613",,3.0000,
2614,TOY-2709274----日本MegaViaPump男用真空增大助勃陽具吸引器----2614,,3.0000,
2615,"TOY-3801026----日本MODE斉藤的19歳新妻- 男用自慰器----2615",,3.0000,
2616,"TOY-9901274----日本A-ONE LOVE BODY Kumi 巨乳久美 充氣娃娃專屬陰部自慰器 (不含充氣娃娃)----2616",,3.0000,
2617,"TOY-0104074----日本WINS．超萌美少女充氣抱枕-ハグガールズ マユ----2617",,3.0000,
2618,"TOY-2704019----日本NPG 性感AV女優小泉彩充氣娃娃(美乳自爆.三體位)----2618",,3.0000,
2619,"TOY-0101483----日本 Wins＊淫語中出しAVマジック ver.02﹝最新充氣自慰器﹞----2619",,3.0000,
262,DL0033----罗马大帝（中号浅色）简装带防伪标----262,,3.0000,
2620,"TOY-0102407----日本LOVE CLOUD＊Eroring(ver.Rotor)男用振動鐵球環----2620",,3.0000,
2621,TOY-0109413----日本Wins‧矽膠香菇頭增長套----2621,,3.0000,
2622,ji1079----女警制服誘惑套裝----2622,,3.0000,
2623,"rt0714----日本NPG＊SHIVER 10段變頻時尚震動跳蛋----2623",,3.0000,
2624,"vb0624----日本NPG＊Supper Micty M18 大玉珍珠旋轉G點按摩棒----2624",,3.0000,
2625,"ji2028----男士JJ性感連體衣 V型背帶式彈力泳衣誘惑男丁字褲----2625",,3.0000,
2626,ji2031----鋼環男士情趣內衣性感細帶男式情趣內褲誘惑丁字褲----2626,,3.0000,
2627,ji2034----男式誘惑薄紗透視格子丁字褲男士性感透明內褲----2627,,3.0000,
2628,"ji2035----另類玩法 性感露PP男士T褲情趣內褲 網紗彈力丁字褲豹紋JJ套----2628",,3.0000,
2629,ji2041----冰絲豹紋男士內衣特色鐵環情趣內褲男性感囊袋情趣內衣丁字褲----2629,,3.0000,
263,"TLH-001----日本tenga 异次元 FLIP HOLE 润滑剂170ml  Mild 顺滑型----263",,3.0000,
2630,ji2065----性感超薄單邊丁字褲GAY打飛機仿皮漆皮遊戲內褲----2630,,3.0000,
2631,ji2070----低腰三角內褲男性感舒適男士情趣內褲兩側開扣丁字褲----2631,,3.0000,
2632,LT0907----日本NPG★處女宮初美沙希淫臭潤滑-200ml★潤滑液----2632,,3.0000,
2633,"LT0861----日本NPG＊友田彩也香 AV女優愛液潤滑液(200ml)----2633",,3.0000,
2634,LT0732----日本NPG★水咲蘿拉淫臭體愛潤滑液-200ml★潤滑液----2634,,3.0000,
2635,"AN0366----日本Precious男用爆射延時環-射精感700 采用醫用矽膠----2635",,3.0000,
2636,"AN0365----日本Precious後庭肛塞醫用矽膠 前列腺高潮按摩器男女用(大號)----2636",,3.0000,
2637,"AN0364----日本Precious 後庭肛塞醫用矽膠 前列腺高潮按摩器男女用(中號)----2637",,3.0000,
2638,"AN0363----日本Precious 後庭肛塞醫用矽膠 前列腺高潮按摩器男女用(小號)----2638",,3.0000,
2639,AN0370----日本NPG★玫瑰貴族DNA電動後庭震動自慰棒★G點後庭可用----2639,,3.0000,
264,DL0032----罗马大帝（中号深色）简装带防伪标----264,,3.0000,
